target,object_id,spect_id,z,sigma_star_kms,catalogue_sn,manifest_index,seed,logmass_q16,logmass_q50,logmass_q84,logZ_abs_q16,logZ_abs_q50,logZ_abs_q84,alpha_fe_q16,alpha_fe_q50,alpha_fe_q84,tau_dust_q16,tau_dust_q50,tau_dust_q84,age_q16,age_q50,age_q84,t20_q16,t20_q50,t20_q84,t50_q16,t50_q50,t50_q84,t80_q16,t80_q50,t80_q84,dt_q16,dt_q50,dt_q84,passed,joint_chi2,joint_ndof,spectrum_chi2,spectrum_ndof,photometry_chi2,photometry_ndof,ess,lnZ,lnZ_err,n_calls,n_samples,wall_time_s,joint_chi2_per_ndof
206545-M1_206545,206545,M1_206545,0.7282999753952026,210.0,31.399999618530273,47,20260877,11.618382069691771,11.629051197495922,11.64102109406606,-1.8304346231245359,-1.8086023940382494,-1.7873784480777342,-0.19651538969101662,-0.1889345466559661,-0.17921200962542208,0.37119038267388677,0.3871240708406464,0.40417637217592073,5.108342090819686,5.180429864050703,5.290964791269346,3.8620655502851724,3.9325708796436234,4.065937865671025,5.1521856959052705,5.270402716806496,5.429684559361483,6.344034755579032,6.391321563939522,6.4550343009615165,2.3891099452615654,2.459202221843161,2.4809422187049757,True,4374.932204786263,3434,4325.160337236613,3422,49.771867549650345,12,4266.813707191588,222942.67291760736,0.25894326520563843,8034657,24700,475.8782634437084,1.2740047189243633
206669-M2_206669,206669,M2_206669,0.6715999841690063,213.8000030517578,35.20000076293945,31,20260861,11.372243338519095,11.397573548694787,11.421748069588737,-1.5769874541105453,-1.5553841721133783,-1.534830882132383,-0.08411190809145659,-0.07089693443921793,-0.05630706671650856,0.23163198268127866,0.26572368989473005,0.2947767181062904,3.787939558990322,4.054637039669767,4.357007448728333,2.142709351425983,2.3523227561630984,2.665621701748277,3.703221869601654,3.9922310516191346,4.366211644907169,5.2082614491989405,5.752282392474257,6.159175465731252,3.0347417811399993,3.32110911986586,3.5233653753508025,True,4011.0295054310454,3606,3988.487699555537,3594,22.54180587550859,12,4198.024266131406,234205.5426280425,0.2279115337380015,6884268,19500,382.65198442339897,1.1123209942959082
206771-M5_206771,206771,M5_206771,0.6294999718666077,165.6999969482422,12.300000190734863,148,20260978,10.850843099863964,10.871843734048573,10.889800407837582,-2.7471723401845627,-2.7124297170680673,-2.6606770412683334,0.5155914756700836,0.5593484702905824,0.5877913922820933,0.4727173475413265,0.5212506940807986,0.5716708384081671,6.264624454738925,6.3366523108508055,6.350887701735386,5.468086018618357,5.531386152712939,5.539709379201055,6.311601556731723,6.3511641405408366,6.35636615709591,7.15511709484509,7.170942128368735,7.173022934990764,1.6333135557897096,1.6395559756557962,1.6870310762267324,True,3987.8277249579637,3583,3982.971446619028,3571,4.856278338935775,12,4052.0412643548802,235713.50692274256,0.30159424724676703,5889993,17800,337.61270485294517,1.1129856893547205
206858-M1_206858,206858,M1_206858,0.7247999906539917,163.1999969482422,33.400001525878906,39,20260869,10.896755244139685,10.908733667069427,10.922726923950128,-2.506768668414612,-2.437192694040452,-2.3744708194726023,0.3088951592007655,0.34633910361440945,0.38131444533807607,0.32695619074542487,0.34891141903864664,0.37186993964398085,2.796473981859287,2.8807922372614962,2.9862480635726634,1.5776544771801102,1.6384086138109546,1.6968175816438813,2.7071156372696525,2.8115187475993393,2.919501161258764,4.070333454698987,4.146742142879793,4.257879589068885,2.472176115918831,2.50398003559624,2.586658422375119,True,3886.9970569216034,3557,3866.788712326602,3545,20.208344595001407,12,5238.9256535884,234062.68593456713,0.2207111750668753,7787017,22300,441.800381872803,1.0927739828286769
208364-M2_208364,208364,M2_208364,0.6678000092506409,161.3000030517578,25.100000381469727,76,20260906,10.912181479508892,10.945921916717992,10.976615934741181,-1.7985024390415623,-1.768578283461344,-1.7443538117548256,0.03518285300047734,0.04913381915969847,0.06705072333732245,0.3834250314718893,0.4093854814430331,0.4352925460931635,3.7486179618607682,4.109812251815547,4.4987841752816715,2.132741109515132,2.4340939399946464,2.900479881050905,3.674163842706398,4.052053907789263,4.524255191181916,5.0621308287400915,5.816637809317366,6.273398061086714,2.910373126299275,3.2572714587899982,3.503579219390716,True,3723.814461382292,3593,3694.1958842381036,3581,29.618577144188194,12,4283.84984195932,237197.79327544683,0.170572983374889,8345062,20500,431.63230948592536,1.036408143997298
208622-M1_208622,208622,M1_208622,0.6478999853134155,196.5,17.899999618530273,116,20260946,10.788686760293842,10.808954721807863,10.839124179949069,-2.1432191612168983,-2.1041317603835648,-2.0628997766179107,0.0277320422009805,0.05155377402873177,0.0732997052243222,0.4282888446895022,0.4508851375540496,0.47354688499344955,5.47659910162917,5.668306482069667,6.280587759452572,4.120806124402182,4.472900916255513,5.510305155060381,5.585304580565238,5.824651441432524,6.295574124532679,6.796735276418001,6.892474020764915,7.080843094004978,1.5705379389445961,2.4186346120675912,2.677641402297603,True,3886.8418094604017,3553,3860.424961817345,3541,26.41684764305678,12,4499.219348877612,235788.75379599532,0.3017228536123314,8104613,21400,433.9964686189778,1.093960543051056
210210-M1_210210,210210,M1_210210,0.65420001745224,259.5,62.20000076293945,2,20260832,11.533975443551801,11.551107355845136,11.569707655287653,-1.605756423611037,-1.5866650851911843,-1.5672479394504109,-0.029156992040485254,-0.022079772951997777,-0.014932389062902524,0.4311006013720594,0.44333636597220316,0.45596217101866626,3.7563069454083506,3.9202598985137067,4.109252411102401,2.137711826882278,2.263572161627849,2.3995199035284798,3.6707894023425864,3.834210793288999,4.030916404771573,4.993521868318186,5.467585227583291,5.849925627767413,2.8634505129599455,3.199259522511613,3.445273829297232,True,3789.742408760622,3535,3699.7214411054847,3523,90.02096765513733,12,4094.142209220561,230683.01589440534,0.3757949043798085,8706256,25500,487.99327815300785,1.0720629161981958
210940-M2_210940,210940,M2_210940,0.6948999762535095,158.10000610351562,13.699999809265137,136,20260966,11.309150955409695,11.340086740007449,11.3689609418805,-1.9467356403282534,-1.894526723058881,-1.8529666270362706,0.08809118428991763,0.11912721390145693,0.1525698802343381,0.8723531073043195,0.9266473937410397,0.9815004511874466,3.9039997590699205,4.272320448814684,4.641938265606273,2.237170732789538,2.6211710884321935,3.1344710508279015,3.8448450204489775,4.275481014916193,4.827849589768963,5.506032269893721,6.016672295374528,6.332846205430812,3.028717359329951,3.266411756483194,3.457413851837105,True,3355.0579748940518,3589,3346.9532144807513,3577,8.104760413300328,12,3862.529442622681,234682.5457301553,0.21543689398442126,5563641,16400,313.67492950800806,0.9348169336567433
211157-M1_211157,211157,M1_211157,0.6069999933242798,239.39999389648438,35.099998474121094,32,20260862,11.3748520769818,11.420303429710387,11.436994779978829,-1.8447823318484842,-1.8078896768151616,-1.7774923865275756,-0.042363076363527485,-0.006416455711041423,0.04672311362579234,0.44898772143408566,0.5110851262563634,0.543628034208145,5.689688477391998,6.356245023231489,6.407033086226401,4.41637056489177,5.5224464511491345,5.561451368952414,5.919721529414462,6.398756525708911,6.4231345993359605,7.083452601750907,7.275066600268687,7.284817829719508,1.7233664607670927,1.7526201491195526,2.6643372040303004,True,4464.8070148974775,3579,4421.930031821398,3567,42.87698307607909,12,4918.844507374259,232930.19455837747,0.2700411780005951,8081261,21400,429.78235835407395,1.2475012614969203
211347-M5_211347,211347,M5_211347,0.6972000002861023,184.3000030517578,29.200000762939453,58,20260888,11.505482637537792,11.515857377242725,11.525761846472042,-2.09316112833556,-2.0643857662742775,-2.034306090273761,-0.11459808017896406,-0.09838052836932251,-0.08429157420900119,0.3891527507146795,0.4055348999117103,0.4237317354660323,5.212338400743097,5.295197748442623,5.4310645232989145,3.914402435202233,4.003484991520054,4.198032254863028,5.271237306405156,5.4086837252870525,5.580915915712362,6.496567039493383,6.551545607046142,6.620438483216266,2.424967329924329,2.544607998971995,2.5854837862199247,True,3630.667112744515,3425,3593.34587256641,3413,37.321240178105334,12,4650.690837883328,223696.25631017034,0.22205357087792177,7584422,22600,433.3625567840645,1.0600487920421942
211767-M5_211767,211767,M5_211767,0.6674000024795532,239.39999389648438,28.5,65,20260895,11.621544439228172,11.637661679661797,11.665440384712229,-1.7739606861775163,-1.715219896805472,-1.6758024569852736,0.019634407533300615,0.03298623767154745,0.05053415164848422,0.46470732286945354,0.4790571296335339,0.49439150262051995,4.684180671040373,4.8617128723029435,5.163993666318045,3.27230663182724,3.435232934437298,3.763703390855087,4.6651940036812904,4.916219040587025,5.299758221361388,6.320964051817101,6.456176927375666,6.612234523405184,2.8358664071051236,2.9908218313224406,3.087276538046365,True,3555.607917424615,3398,3464.0420772091234,3386,91.56584021549162,12,4711.6391730773885,220913.28525642524,0.18031893344768543,8729805,25000,492.23219430074096,1.0463825536858784
212391-M9_212391,212391,M9_212391,0.7262700200080872,222.3000030517578,19.600000381469727,103,20260933,11.302846038540903,11.325016715930438,11.358280742012495,-2.024363430349555,-1.975836387554178,-1.9314413471168979,0.35570406899804896,0.38201568267766917,0.4118918117504799,0.15652963839557943,0.19985117513375122,0.2506867025817439,3.1308293468433233,3.3571561230377815,3.718668233804485,1.8438521455509354,1.9354754741742215,2.145124962160129,3.114570988495593,3.3107082413913833,3.6673051424030043,4.337024147294576,4.57925044363783,4.981734027736162,2.496803038631835,2.637146887587522,2.872276118669765,True,3863.186730102763,3569,3859.7453823181495,3557,3.4413477846133436,12,4369.336955604653,231407.18213248975,0.255356269525392,6210739,18200,353.8655806668103,1.0824283356970477
212718-M11_212718,212718,M11_212718,0.8897830247879028,221.10000610351562,11.5,151,20260981,11.59670449709119,11.608657710186995,11.622133118028007,-2.1839985304218246,-2.132541884255591,-2.0945675350827444,-0.1934591726579689,-0.1812369247252446,-0.1644420750333805,0.33496291671489337,0.3620692179841075,0.3995347822846238,5.6020952175579755,5.639250750031917,5.65353286488113,5.2408987248589884,5.257525488542218,5.262797345116139,5.647927465414916,5.658319192716933,5.661614103075635,6.054956205970843,6.05911289689165,6.06043086103513,0.7976335159189905,0.8015874083494325,0.8140574811118543,True,4271.5735514277,3806,4256.368852345668,3794,15.204699082032592,12,4125.409070426143,250057.72696634993,0.3011094466459627,6478760,19400,372.8678370863199,1.1223262089930899
213004-M11_213004,213004,M11_213004,0.7464920282363892,247.6999969482422,39.400001525878906,19,20260849,11.917305953272164,11.934071533751986,11.950851739492894,-2.1193548095155954,-2.106446046241453,-2.0921190446727125,-0.15283938102604172,-0.14058190934406478,-0.12813636244401122,0.6005189352585155,0.638485112014189,0.6772544887660785,5.0181796191192545,5.023726002303027,5.051375253755066,3.80649857478747,3.8111446810804206,3.834305322108485,5.01933853501052,5.030079765877362,5.08600963291531,6.231300054688847,6.235596547035584,6.257968493850763,2.421820223418364,2.4235714737667915,2.4260743495183457,True,3701.1346217823393,3451,3688.3581775559614,3439,12.776444226378057,12,3634.50699726561,224077.99738178667,0.30413303780940354,6981136,20400,406.3143425770104,1.0724817797109067
213587-M9_213587,213587,M9_213587,0.8900439739227295,265.29998779296875,27.100000381469727,69,20260899,11.669299420082877,11.679676316597572,11.689314214257237,-2.229223615318608,-2.205353977474057,-2.1787123889466957,-0.14746077689865908,-0.13596068513494997,-0.12392861093270016,0.39479157160117917,0.4116601217304302,0.4283932207146803,4.624827987810384,4.6633118810384655,4.714652460075511,3.6259759722068448,3.661535515725962,3.7008891188580924,4.65553072497356,4.69944015498142,4.79005637656963,5.6600116307278086,5.684283694331368,5.726106822602458,2.0107253828157754,2.021779086930508,2.0501250713877432,True,4071.7645263195927,3750,4033.4980335604114,3738,38.266492759181396,12,4508.519372309198,245812.90134404995,0.23005040071515143,7988223,23000,449.24411523900926,1.0858038736852247
213772-M10_213772,213772,M10_213772,0.7003939747810364,270.3999938964844,40.900001525878906,13,20260843,11.818630616141087,11.834064649491332,11.849623360911346,-1.568972543800751,-1.5476012199605167,-1.5310013368466684,-0.12687384728343518,-0.11385190449513266,-0.10266525129698108,0.5457866875880519,0.5695228474105885,0.5872231629903829,5.517694731268926,5.776588723481558,6.008657398381756,4.407520557193512,5.121954074517033,5.351369553273261,5.69967658170902,5.936919655514739,6.08030432973738,6.656988006990156,6.751885236512443,6.809239106201501,1.45786955292824,1.62993116199541,2.249059838963058,True,3929.501275210812,3577,3807.1911150882647,3565,122.31016012254723,12,4088.6302763290523,231330.14593359103,0.3174490675563887,8239659,22100,447.1013332400471,1.09854662432508
214296-M11_214296,214296,M11_214296,0.6797130107879639,237.5,19.100000381469727,107,20260937,11.502128525991099,11.536795992877135,11.565307865411722,-1.9968127121360832,-1.8908096330839448,-1.7491106797744234,-0.07049247094629854,-0.045418473456349695,-0.021947439130244176,1.0772661552263472,1.169619952185998,1.2534957128348194,2.983051004999666,3.0596587282543384,3.1817042022821496,1.7158774989327532,1.7845745526893284,1.8287519678019215,2.9283834311363215,3.026944192641917,3.128501399271515,4.208718838499786,4.286292645555354,4.4165343488889865,2.4576572067403597,2.506385168426922,2.6140165848071257,True,3730.7872245710378,3439,3705.0304249499586,3427,25.75679962107905,12,5539.777084041249,224792.1753834019,0.316409975229406,7847847,22500,448.73213839530945,1.0848465322974812
214430-M11_214430,214430,M11_214430,0.8910719752311707,246.10000610351562,15.199999809265137,126,20260956,11.57178306472026,11.61684005946216,11.64728284204744,-2.2555016844609233,-2.2363895515757455,-2.1122769301628335,-0.1958268402372273,-0.1850730290262091,-0.1722841124788854,0.358201309824631,0.5282987271586039,0.6236225166765059,4.665838069165918,4.7808766587161475,4.925411009193089,3.6674955258760877,3.75525009589201,3.904630776163864,4.671743862835726,4.894864762279999,5.1394713872133275,5.663340310275469,5.761352577451699,5.848035260063807,1.9435639827793258,1.9953139910154696,2.0060916352054514,True,4482.229712193437,3822,4473.196896915468,3810,9.032815277969354,12,4943.353277616521,251206.81600468536,0.2974805006977783,7176993,20400,398.3411676529795,1.1727445610134581
214899-M9_214899,214899,M9_214899,0.6750689744949341,171.5,18.799999237060547,112,20260942,10.891987558571396,10.921051806149107,10.949632599439402,-1.7580417836738689,-1.721623440362186,-1.6878785364151214,0.009594709241765106,0.03450726796060588,0.05512255790108601,0.2664484152323172,0.31030705346197696,0.3644877493440326,4.334056606237843,4.633292631257101,4.964149649527259,2.71518661060889,3.0880573572184677,3.4412048577215244,4.322000419234035,4.737448535763619,5.23984912613454,6.112334841277251,6.360228774072293,6.561081489438506,3.05784994732084,3.2504230090037867,3.4104502660901908,True,3702.5203467321235,3505,3695.158535680483,3493,7.361811051640426,12,3745.449763801579,231733.92971462998,0.26545083177154566,5993060,16800,326.2792121700477,1.056353879238837
215519-M10_215519,215519,M10_215519,0.6146249771118164,186.5,17.700000762939453,118,20260948,10.780339386309711,10.817435835434274,10.84169152648302,-1.775801873650515,-1.727396832581872,-1.6873452105073592,-0.07177484932518075,-0.043504200405694256,0.016713441203893772,0.32723378786823587,0.35612334050777905,0.3941330574426717,5.193841870298165,5.566819493259132,5.8761393286214725,3.5982352287226145,4.1897258312178405,5.045693099128886,5.423220222083038,5.783618255507358,6.082598938300275,6.85575329098477,6.999912504354497,7.119504777471664,2.0738116783427776,2.8054479403102075,3.2354968884865802,True,3720.000469465052,3587,3706.824949191071,3575,13.175520273981096,12,4018.657282548476,236467.8677255667,0.193852304230707,6208869,17100,335.46398116694763,1.037078469323962
215585-M11_215585,215585,M11_215585,0.7487310171127319,303.70001220703125,35.599998474121094,29,20260859,11.756764793202008,11.775874560461688,11.792694326317967,-2.2427971444784163,-2.2321036685764692,-2.2206594156602835,-0.1751744517212405,-0.16242891924130554,-0.1507688798388704,0.5698205163009764,0.6259008364668095,0.6666483998214711,5.020989859766411,5.047478136679679,5.109657912957019,3.8114249916737624,3.8335178415377342,3.89103085600972,5.028715025626448,5.079252651111398,5.187917134211054,6.227804010991769,6.24801906118575,6.2914848544256134,2.400453998415893,2.414528610389496,2.4163110235728014,True,4233.610587896294,3769,4215.730124988833,3757,17.880462907460757,12,3787.6770053752534,245506.81277710764,0.25517841318334394,6536390,20100,393.1322013121098,1.1232715807631453
216730-M10_216730,216730,M10_216730,0.8937180042266846,254.5,36.70000076293945,23,20260853,11.468140809354006,11.47698678574185,11.48641215361546,-1.3983704884384554,-1.3710264976202966,-1.3374669520245872,-0.1134864773826507,-0.09216826059834038,-0.07173807536907262,0.3598697320570609,0.38086733957590935,0.4016325974901983,1.646538155357336,1.653355381656592,1.6830885538383673,0.8333212007005713,0.8362566810469843,0.8420679704682472,1.6462061742141327,1.6501483429478463,1.6634090769615972,2.4588910844299887,2.4641178125803256,2.4860562701613387,1.6242828463505996,1.6291490418971284,1.6433619033728433,True,3650.4804968205854,3430,3627.4950752167074,3418,22.985421603878066,12,4237.655824549866,221368.27836122716,0.32557048295442326,8257896,24300,484.3207935746759,1.064280028227576
216899-M11_216899,216899,M11_216899,0.697825014591217,193.6999969482422,21.100000381469727,96,20260926,11.244537029046667,11.264894177443423,11.282342661230476,-2.457617388002165,-2.4272419128113807,-2.3998985118701692,0.09210952388259035,0.11598661183148598,0.14169983950951126,0.03648700935517715,0.09282921325824162,0.13984792243680316,6.12803591726652,6.145106350024809,6.15042726085026,5.446180471592799,5.457411356164302,5.460147891383095,6.145066004493624,6.152085307350815,6.15379564186256,6.84395153739445,6.846759258537325,6.847443392342024,1.3872955009589292,1.3893479023730237,1.3977710658016513,True,5891.0487578168195,3442,5835.334978121289,3430,55.71377969553041,12,4102.369960750702,222126.25136346655,0.20827614505987513,6552089,20700,387.9887392100645,1.7115191045371352
217020-M10_217020,217020,M10_217020,0.8934249877929688,288.1000061035156,12.800000190734863,143,20260973,11.368989073351436,11.38264516909091,11.403335141295862,-1.4852118237673115,-1.4329168145889533,-1.3903701561672697,-0.1996359504143253,-0.19823067774504513,-0.19531968927170784,0.32798711454908014,0.35672583029559546,0.39062431602171704,3.018631286597224,3.142354650296105,3.3677415764700167,1.800178028210046,1.8549222688290181,1.9756315791135026,3.020649835580028,3.145447664576112,3.3943695750263716,4.231353460645106,4.369057665953559,4.636395714185041,2.430764416257088,2.5098106535509355,2.6366344743324555,True,3538.7807223019904,3455,3510.510397998942,3443,28.270324303048177,12,4909.979228907737,225204.07174664937,0.28228975867409917,7065853,21200,404.70371198654175,1.0242491236764082
217564-M11_217564,217564,M11_217564,0.8899400234222412,204.5,3.700000047683716,185,20261015,11.762671222942517,11.79519954751053,11.829832322542268,-2.8874421661763083,-2.808701152058135,-2.710200980724824,0.05329639333278997,0.1324014879143975,0.20679667434889853,1.2988251233118562,1.3631155523875738,1.423388163698483,4.854319320938722,5.102137319395595,5.6289319554336,3.8194887434198534,4.199555512301,5.253360597785938,5.075127392406003,5.331276479011892,5.655446587075746,5.825404898497657,5.9278645331400135,6.0575325763655545,0.8041719785796166,1.728309020839013,1.9955053918020471,True,4200.704627266386,3839,4194.673006606525,3827,6.031620659860729,12,3334.8087965233485,249382.16636382672,0.13508014635809096,5028312,15300,295.1491621360183,1.094218449405154
218207-M11_218207,218207,M11_218207,0.6817629933357239,164.89999389648438,36.79999923706055,22,20260852,11.496357202679361,11.51541065120502,11.535003689563911,-1.9289920051621359,-1.9056531405545893,-1.8809159140273293,-0.15507830459719912,-0.14378077752038226,-0.1321883488508407,0.42849626284590586,0.46919091158097515,0.5114197270057514,4.286771927698255,4.427766000391578,4.56557879948538,2.747369394455894,2.985079159959539,3.122643097836781,4.245717447132071,4.416383261872202,4.604052534364619,5.958231029291629,6.124432591047662,6.258885291793279,3.0300982778790524,3.15215046892928,3.2937961758499674,True,3666.4396536694912,3436,3649.750632197282,3424,16.689021472209422,12,3745.5529571853112,223780.2033665496,0.11991668559189707,6477321,19800,373.71415339806117,1.0670662554334958
218701-M9_218701,218701,M9_218701,0.695285975933075,177.10000610351562,30.700000762939453,50,20260880,10.946972727530879,10.96146097588603,10.980653548524712,-1.710239391898128,-1.6862395069748073,-1.6520708895491323,0.0039474316555267635,0.02972083128918556,0.05428807016197322,0.22253426720043806,0.2562168791170728,0.29353042324303785,2.9704463141462965,3.121097969018991,3.3555449487599587,1.6770857828694197,1.7363340055152554,1.824902656181388,2.897784824982839,3.039904676006227,3.270657715170493,4.2391509927381135,4.40470797883674,4.68172184363882,2.556784021061927,2.674908974436529,2.8555408812926095,True,4021.244771085212,3592,4005.2108224245476,3580,16.03394866066446,12,4555.881267372261,235783.14114291366,0.31060650776837134,7793128,20200,415.0236320809927,1.1195002146673754
221163-M11_221163,221163,M11_221163,0.6975380182266235,220.5,34.20000076293945,38,20260868,11.677280097900164,11.691894768085758,11.709287076704669,-1.70176505146206,-1.6717380251928269,-1.644353239282357,-0.13426960603387164,-0.12226476876230247,-0.11028045549962556,0.454572471844513,0.46850428802576793,0.4800782555870978,4.855126919875793,4.9888829954359295,5.151694306387959,3.4653129655840678,3.612358424501887,3.789476927553761,4.9362211657819755,5.152707216044366,5.349311573721838,6.362002050216577,6.4479936812632035,6.526635424334192,2.7197930610693968,2.82950298846681,2.90461436067401,True,4089.4367875344105,3627,3958.8340913713437,3615,130.60269616306678,12,4311.886668404205,235939.74257975322,0.3635679236035651,8634345,25100,482.98451358510647,1.12749842501638
225431-M9_225431,225431,M9_225431,0.7014380097389221,205.39999389648438,19.899999618530273,101,20260931,11.227049798570041,11.248465108698003,11.272297081781387,-1.745731647070939,-1.7052209758193722,-1.6723254358345827,-0.12739232264458547,-0.1119104958886793,-0.09828429106142346,0.3662520485188979,0.3891336454653762,0.41134305109322405,4.013367671591961,4.245434133734985,4.52255251972349,2.400312892870258,2.6743264735669685,3.059176975673323,3.9752483271999925,4.233656240171209,4.612870858470128,5.623969223698216,5.945424937578256,6.214290835471517,3.0361850568901767,3.212121118659425,3.3660902381039954,True,3638.676738666431,3451,3603.663940678616,3439,35.012797987814864,12,4310.74543599819,225639.66508944533,0.23888693414739023,7301219,21100,411.4887570552528,1.0543832914130487
225441-M10_225441,225441,M10_225441,0.6823199987411499,171.10000610351562,28.899999618530273,64,20260894,10.880966850578398,10.900535660956995,10.930898330863798,-2.725188433656996,-2.6955659047629674,-2.653884206552194,0.5857327240949952,0.593859442314143,0.5979657886057793,0.22421048904410856,0.25014301006260703,0.28787269384533304,2.9783092019574218,3.0622337891227955,3.5912774511583,1.7472425676931453,1.7823859574374845,1.961518714193553,2.9610503853176517,3.02503243691348,3.4974058103405414,4.199760551935018,4.291688285582674,4.916205038015388,2.4439091445870753,2.5332482186631284,2.9458850767243483,True,3754.1637996319746,3547,3744.6972371075008,3535,9.466562524474014,12,3918.3411353812826,232471.37783863937,0.25542634821756793,7089520,18800,380.59517651901115,1.0584053565356568
225678-M9_225678,225678,M9_225678,0.7325549721717834,176.1999969482422,12.300000190734863,149,20260979,11.29752358053106,11.33113547355071,11.373327500547363,-2.070277746405793,-1.9753199674260626,-1.90146188321077,0.07043308874943323,0.10081240592842725,0.12957324681243565,0.8251448420536952,0.8850912284032966,0.9521108031056837,3.9932675706051324,4.380316431901209,4.851495189855055,2.341058418718295,2.8462418055750067,3.454320521161822,3.9909869838778436,4.496191855987128,5.19177747057465,5.615717290167036,6.069643894996727,6.3458172419413374,2.7921001851166136,3.109469717213103,3.3099831141204827,True,3906.1528171774266,3453,3892.831071626054,3441,13.321745551372874,12,4137.037025846362,225626.6227662026,0.2322586477838751,6029898,17500,340.6487825792283,1.1312345256812704
226316-M9_226316,226316,M9_226316,0.6087539792060852,197.0,51.5,6,20260836,11.538929327821405,11.56071291845063,11.57669939917882,-1.9408882082302237,-1.9127566211670646,-1.8860344481673559,0.012780628556968468,0.03357176891691335,0.052726896354599935,0.24577696437449564,0.27303700996044533,0.3073565110959323,5.539168840654076,5.727265377722647,5.94087702284943,4.110062434025724,4.47859206996363,5.07181445306698,5.755111350872658,5.920084669062058,6.112912887677538,7.010890707566146,7.076880034841906,7.154011322288098,2.0821968692211175,2.595340627168369,2.901453717977046,True,3744.369851151791,3597,3722.6867342648343,3585,21.683116886956725,12,4175.03465330833,233061.1922658744,0.3067396326420642,7109691,19000,378.5572456510272,1.0409702116073924
226721-M11_226721,226721,M11_226721,0.7373420000076294,211.0,29.0,59,20260889,11.209722102261876,11.23496369008636,11.26120459032884,-1.8089272329897497,-1.7685725607289418,-1.7233291767500405,-0.05342783267210042,-0.03762291653619772,-0.021376816062293972,0.26910703068815406,0.2878912627946938,0.3103368705773156,4.018468991311301,4.27794027025633,4.529420518981525,2.4210985383937476,2.7749766402659066,3.120645180774892,4.010714966659278,4.321848476796363,4.64319809335026,5.6232687190333595,5.92734801317928,6.126770206262647,2.917222430773504,3.079098430774218,3.2550379819748247,True,3699.9801776128315,3417,3669.6176589931692,3405,30.362518619662428,12,4789.447515176506,224117.06805180685,0.18885323815007185,7930646,22200,441.13442950323224,1.0828153870684318
227516-M10_227516,227516,M10_227516,0.7792009711265564,252.1999969482422,29.200000762939453,57,20260887,11.736229220526,11.756616608890361,11.768196697975588,-1.58413039022049,-1.5617845582805074,-1.5153222558763297,-0.12995596703747464,-0.11817264483391698,-0.10652502760517,0.40724783918368374,0.4173897120104513,0.42585757373146105,4.786260776454556,4.953918338308256,5.054886781274157,3.5689556554389945,3.7855544229919893,3.8824174161587193,4.9033590717567295,5.028552499600485,5.183652738340756,6.084952848420018,6.130992976188743,6.193033071684852,2.305578249414076,2.3245155224048606,2.509614934576287,True,3993.7029957260625,3698,3913.5276971771855,3686,80.17529854887708,12,4519.09033913789,239443.20534492825,0.38275876911218104,9316376,26000,510.32182697579265,1.0799629517917961
227630-M9_227630,227630,M9_227630,0.7295899987220764,203.60000610351562,19.100000381469727,110,20260940,11.137953568818663,11.15086517295202,11.164970033526304,-2.248560095791051,-2.1956910821829916,-2.157888481764006,0.0812667381288935,0.10189332868460321,0.11990413216327005,0.346254732732902,0.3670080397866818,0.3909520103100652,5.096177436320575,5.211302854401479,5.368784304227901,3.852188943239017,3.9688291814049297,4.194109982308334,5.141644350724009,5.336404961902996,5.5389976650389094,6.335549789124175,6.4134540335957695,6.494491114850135,2.2983926300961532,2.44133614092679,2.4812539554763706,True,3791.723144533382,3502,3770.202401153101,3490,21.52074338028078,12,4697.996724465916,230355.51523835253,0.25918835247956795,7326460,20900,406.873977066949,1.082730766571497
227672-M10_227672,227672,M10_227672,0.6092709898948669,162.6999969482422,19.299999237060547,104,20260934,10.94160034131409,10.967379960780786,10.987308037373447,-2.1920322202936977,-2.151699956598378,-2.0952883488503304,0.20025692879816426,0.2323406894351734,0.25382936756752705,0.4503261158168101,0.5070734745385284,0.559779836426202,5.357458721834191,5.512821334960833,5.679985717444567,3.8825391428608733,4.069022403052307,4.316130586878376,5.417839090511235,5.599977984443983,5.809619432739303,6.874004401068073,6.946859958641173,7.030716537959301,2.715187022046699,2.879579453006533,3.0137080907762765,True,3697.526966509978,3567,3686.1513042848997,3555,11.37566222507846,12,4388.928614644011,235754.60858330733,0.2404050626761893,7185993,20000,393.36616379301995,1.0365929258508488
228215-M10_228215,228215,M10_228215,0.6108589768409729,228.60000610351562,36.79999923706055,21,20260851,11.238605029143192,11.258889053084198,11.278881720179957,-1.7667114295662174,-1.7238792053183376,-1.6958456977502632,-0.07732084835975193,-0.06884375324984424,-0.05887974585090769,0.3604053928925783,0.3774550005407184,0.4024039275212201,5.30616764020573,5.458365163483071,5.587194230745779,3.7829906625501653,3.9976459185694946,4.167568749958734,5.442651729979755,5.583929467084234,5.730100327646223,6.877863766404454,6.934374861246245,6.992843205471041,2.8083216406846354,2.932431635876827,3.102184888075119,True,3789.2810665677903,3571,3742.786713158645,3559,46.49435340914517,12,4288.005194168652,235430.78516920097,0.3834723110795804,9246181,23900,492.3668697886169,1.0611260337630328
