spect_id,catalogue,band,wavelength_angstrom,sedpy_filter,filter_in_sedpy_jax,catalogue_flux_ujy,catalogue_error_ujy,aperture_to_total_mag,ebv,zero_point_mag,total_scale,total_flux_ujy,total_error_ujy
M14_27068,farmer,IB464,4635,subaru_suprimecam_ia464,True,0.5861384116392632,0.04249688392553272,0.0,0.014999999664723873,-0.057,1.11136828570227,0.6514156417277793,0.047229689036007654
M14_27068,classic,g,4847,hsc_g,True,0.5884101772825673,0.010437876129392646,-0.7034000158309937,0.014999999664723873,0.133,1.7778625434890154,1.0461124143984075,0.01855710900402529
M14_27068,farmer,g,4847,hsc_g,True,1.1768471562867782,0.008450872566436222,0.0,0.014999999664723873,0.058,0.9966396794805062,1.1728925726391999,0.0084224749259436
M14_27068,classic,IA484,4851,subaru_suprimecam_ia484,True,0.4933551175190266,0.029722098328763415,-0.7034000158309937,0.014999999664723873,0.027,1.9600889562657378,0.9670199173662293,0.05825795669125351
M14_27068,farmer,IA484,4851,subaru_suprimecam_ia484,True,1.0388665274612472,0.027951438204294122,0.0,0.014999999664723873,-0.036,1.0867152845141665,1.1289521339622934,0.030375255120759632
M14_27068,cosmos2015,V,5487,subaru_suprimecam_V,True,2.0299999713897705,0.07000000029802322,-0.2919999957084656,0.014999999664723873,-0.117,1.2265052030236454,2.489805527047405,0.08585536457718221
M14_27068,classic,V,5487,subaru_suprimecam_V,True,1.2906257433889539,0.0205884613385223,-0.7034000158309937,0.014999999664723873,0.128,1.7734926908453057,2.2889153225170986,0.03651348569962046
M14_27068,classic,r,6219,hsc_r,True,2.7738328795397007,0.020693835413986957,-0.7034000158309937,0.014999999664723873,0.133,1.7552634323551428,4.868807420920405,0.03632313257734715
M14_27068,farmer,r,6219,hsc_r,True,5.838210566809324,0.011254460589741286,0.0,0.014999999664723873,0.081,0.9633460009530411,5.62421680225755,0.010841939602010874
M14_27068,cosmos2015,r+,6305,subaru_suprimecam_rp,True,4.139999866485596,0.07999999821186066,-0.2919999957084656,0.014999999664723873,-0.012,1.342483906884043,5.5578831952589995,0.10739871015017516
