spect_id,catalogue,band,wavelength_angstrom,sedpy_filter,filter_in_sedpy_jax,catalogue_flux_ujy,catalogue_error_ujy,aperture_to_total_mag,ebv,zero_point_mag,total_scale,total_flux_ujy,total_error_ujy,total_flux_ujy_2015,total_error_ujy_2015,flux_ratio,error_ratio
M15_77632,classic,r+,6305,subaru_suprimecam_rp,True,3.091720284311117,0.01583254266131729,-0.7110000252723694,0.014999999664723873,0.044,1.9173840048660453,5.928015020658037,0.030357064055169063,6.176840380217271,0.11518583304576253,0.9597164012273729,0.2635485914583646
M15_77632,classic,i+,7693,subaru_suprimecam_ip,True,10.383884845683182,0.027926621233147063,-0.7110000252723694,0.014999999664723873,0.058,1.8755303073568466,19.47529073618228,0.05237722450484255,20.188813778661594,0.16162805972438368,0.9646575053739183,0.324060219457926
M15_77632,classic,z++,9054,subaru_suprimecam_zp,True,21.173844198865932,0.0409538455314972,-0.7110000252723694,0.014999999664723873,0.101,1.7900834065292348,37.902947152825206,0.0733107993194946,39.22999243632078,0.11932069757889023,0.9661726857161732,0.6144013637786884
M15_77632,classic,Y,10216,vista_vircam_Y,True,26.925260397734036,0.023311136409518804,-0.7110000252723694,0.014999999664723873,0.055,1.860647309792043,50.09841332449407,0.04337380324856651,50.85270362747847,0.11427573593445385,0.985167154365873,0.3795539174951786
M15_77632,farmer,Y,10216,vista_vircam_Y,True,34.09732718367762,0.014247791980733804,0.0,0.014999999664723873,0.039,0.9809888004642124,33.44909609295169,0.01397692436444368,50.85270362747847,0.11427573593445385,0.6577643607306128,0.12230876703747984
M15_77632,classic,J,12525,vista_vircam_J,True,37.09194717187149,0.027330356680983665,-0.7110000252723694,0.014999999664723873,0.028,1.898602117948135,70.42284945933554,0.05188947307879355,70.93259124630673,0.15871816506945935,0.992813715416075,0.3269283831254306
M15_77632,farmer,J,12525,vista_vircam_J,True,46.89427679340082,0.01586266846894164,0.0,0.014999999664723873,0.005,1.00747424086055,47.244775913135996,0.01598122987376956,70.93259124630673,0.15871816506945935,0.6660517412804359,0.10068935629879379
M15_77632,classic,H,16466,vista_vircam_H,True,52.359999506937335,0.038098019969496445,-0.7110000252723694,0.014999999664723873,-0.043,2.0182479013320047,105.67545911862108,0.076891248848341,105.56668875609884,0.23806440906892057,1.0010303473927609,0.322985065886437
M15_77632,farmer,H,16466,vista_vircam_H,True,67.87660676776065,0.020516656656392233,0.0,0.014999999664723873,-0.049,1.054324987570091,71.56400258671921,0.021631223774230567,105.56668875609884,0.23806440906892057,0.677903261246174,0.0908629049542985
M15_77632,classic,Ks,21557,vista_vircam_Ks,True,74.38407212622626,0.055493312425429764,-0.7110000252723694,0.014999999664723873,0.0,1.9345595847131938,143.90041968178852,0.10735511944009891,144.43205613353845,0.21138461587386972,0.9963191242582714,0.5078662843854078
M15_77632,farmer,Ks,21557,vista_vircam_Ks,True,97.19407043139887,0.028205750873360375,0.0,0.014999999664723873,0.0,1.0050371158792573,97.68364822693852,0.028347826508970952,144.43205613353845,0.21138461587386972,0.6763294163493908,0.1341054380508263
M15_77632,classic,ch1,35686,spitzer_irac_ch1,True,148.9088054214993,0.27018565411632706,0.0,0.014999999664723873,-0.067,1.066031671541966,158.74150275079825,0.2880264644842876,147.16803533553608,0.773743851144396,1.0786411763184527,0.37225040826920397
M15_77632,farmer,ch1,35686,spitzer_irac_ch1,True,103.29521411222548,0.020944910814962296,0.0,0.014999999664723873,-0.184,1.1873263543210757,122.64512999068361,0.024868444599509255,147.16803533553608,0.773743851144396,0.8333679912968777,0.03214040998545953
